Contract Number,Amount Vouchered,Amount Paid,Check/Item Date
51175,"3,559.36","3,559.36",8/22/2016
50561,187.32,187.32,8/23/2016
50561,"2,098.13","2,098.13",8/23/2016
51226,"6,434.68","6,434.68",8/23/2016
51226,"1,956.22","1,956.22",8/23/2016
51226,"24,194.59","24,194.59",8/23/2016
51663,"1,354.00","1,354.00",8/23/2016
51751,543.52,543.52,8/23/2016
50141,"50,000.00","50,000.00",8/23/2016
50935,"95,189.88","95,189.88",8/23/2016
51652,"70,232.50","70,232.50",8/23/2016
50767,"10,000.00","10,000.00",8/24/2016
51813,"5,250.00","5,250.00",8/24/2016
51042,"22,536.95","22,536.95",8/24/2016
51340,"18,060.28","18,060.28",8/26/2016
51699,"10,553.68","10,553.68",8/26/2016
51699,"9,310.58","9,310.58",8/26/2016
51699,"18,017.50","18,017.50",8/26/2016
51699,"11,911.91","11,911.91",8/26/2016
51811,937.75,937.75,8/25/2016
51465,945.00,945.00,8/25/2016
51263,"2,440.00","2,440.00",8/25/2016
51751,"2,055.50","2,055.50",8/25/2016
51751,726.00,726.00,8/25/2016
51348,"1,086.00","1,086.00",8/26/2016
50736,"5,808.89","5,808.89",8/26/2016
51503,"6,682.67","6,682.67",8/26/2016
51672,"2,500.00","2,500.00",8/26/2016
51474,"3,000.00","3,000.00",8/26/2016
51469,"1,048.00","1,048.00",8/25/2016
50679,"1,351.27","1,351.27",8/25/2016
50679,"3,477.99","3,477.99",8/25/2016
50503,"44,762.00","44,762.00",8/26/2016
50561,"8,167.44","8,167.44",8/26/2016
51379,750.00,750.00,8/26/2016
51509,"1,162.03","1,162.03",8/29/2016
51509,"10,561.80","10,561.80",8/29/2016
51509,"10,765.14","10,765.14",8/29/2016
51509,"4,671.02","4,671.02",8/29/2016
51509,"3,913.00","3,913.00",8/29/2016
51509,"5,267.50","5,267.50",8/29/2016
51509,"13,546.00","13,546.00",8/29/2016
51237,"9,307.31","9,307.31",8/30/2016
494928,"2,714.00","2,714.00",8/30/2016
494928,"1,931.00","1,931.00",8/30/2016
46223,285.00,285.00,8/30/2016
46223,705.00,705.00,8/30/2016
46223,75.00,75.00,8/30/2016
42275,"115,441.67","115,441.67",8/31/2016
50561,"4,938.44","4,938.44",8/31/2016
50561,"5,644.34","5,644.34",8/31/2016
51208,"9,851.21","9,851.21",8/31/2016
51208,"22,901.76","22,901.76",8/31/2016
51208,"10,000.00","10,000.00",8/31/2016
51208,"45,784.67","45,784.67",8/31/2016
51718,270.00,270.00,9/1/2016
50092,"8,398.99","8,398.99",9/1/2016
37975,"5,416.67","5,416.67",9/1/2016
51720,"2,430.00","2,430.00",9/1/2016
51723,720.00,720.00,9/1/2016
51156,"20,729.16","20,729.16",9/1/2016
51138,"10,504.18","10,504.18",11/14/2016
51549,"1,501.39","1,501.39",9/6/2016
51549,"2,500.00","2,500.00",9/6/2016
51491,"4,008.00","4,008.00",9/6/2016
51671,"2,538.28","2,538.28",9/6/2016
51340,"16,382.85","16,382.85",9/6/2016
51535,"58,050.65","58,050.65",9/6/2016
51652,"1,011,941.12","1,011,941.12",9/1/2016
51157,580.00,580.00,9/6/2016
51157,155.00,155.00,9/6/2016
51157,585.00,585.00,9/6/2016
51157,"1,105.00","1,105.00",9/6/2016
50574,"19,726.00","19,726.00",9/6/2016
51165,"3,745.00","3,745.00",9/6/2016
50561,"3,230.14","3,230.14",9/6/2016
50778,"198,747.42","198,747.42",9/6/2016
43457,"21,591.37","21,591.37",9/7/2016
49192,"24,378.25","24,378.25",9/7/2016
51593,"54,865.70","54,865.70",9/7/2016
51593,"8,000.00","8,000.00",9/7/2016
50496,"5,635.00","5,635.00",9/7/2016
50717,"14,825.00","14,825.00",9/7/2016
495357,"16,245.00","16,245.00",9/7/2016
494928,"44,861.00","44,861.00",9/7/2016
51226,"41,605.25","41,605.25",9/7/2016
51271,"71,864.10","71,864.10",9/8/2016
50918,"3,607.00","3,607.00",9/8/2016
50918,"1,173.25","1,173.25",9/8/2016
50950,890.00,890.00,9/8/2016
51810,"1,000.00","1,000.00",9/8/2016
51812,"1,000.00","1,000.00",9/8/2016
51722,"12,225.50","12,225.50",9/8/2016
50496,"29,497.50","29,497.50",9/8/2016
51751,316.00,316.00,9/8/2016
49728,"8,069.40","8,069.40",9/8/2016
494928,"7,455.22","7,455.22",9/8/2016
494928,"17,753.78","17,753.78",9/8/2016
48972,"4,792.16","4,792.16",9/8/2016
49251,"1,100.00","1,100.00",9/8/2016
51461,"8,779.43","8,779.43",9/12/2016
51579,"3,000.00","3,000.00",9/12/2016
51500,"20,949.42","20,949.42",9/12/2016
50115,996.53,996.53,9/9/2016
50115,858.93,858.93,9/9/2016
50708,"6,835.90","6,835.90",9/9/2016
51724,"200,000.00","200,000.00",9/9/2016
50496,"16,514.00","16,514.00",9/12/2016
51437,"40,000.00","40,000.00",9/12/2016
51088,61.00,61.00,9/12/2016
51088,937.00,937.00,9/12/2016
51508,68.46,68.46,9/12/2016
51430,"2,500.07","2,500.07",9/16/2016
51430,"2,112.26","2,112.26",9/16/2016
51430,"2,358.76","2,358.76",9/16/2016
51430,"2,073.08","2,073.08",9/16/2016
51430,871.78,871.78,9/16/2016
51699,"8,190.00","8,190.00",9/16/2016
51699,"16,380.05","16,380.05",9/16/2016
51699,"6,070.98","6,070.98",9/16/2016
51699,"8,966.88","8,966.88",9/16/2016
51699,"15,050.62","15,050.62",9/16/2016
51699,"15,187.99","15,187.99",9/16/2016
51699,"11,246.79","11,246.79",9/16/2016
51699,"14,113.02","14,113.02",9/16/2016
51435,"11,175.87","11,175.87",9/14/2016
51515,"12,953.22","12,953.22",9/14/2016
51518,"3,292.07","3,292.07",9/14/2016
49694,780.00,780.00,9/13/2016
51157,140.00,140.00,9/14/2016
51157,480.00,480.00,9/14/2016
51157,140.00,140.00,9/14/2016
51276,922.75,922.75,9/14/2016
51172,"6,050.00","6,050.00",9/14/2016
51738,881.92,881.92,9/14/2016
51118,"3,812.00","3,812.00",9/14/2016
50778,"1,053.25","1,053.25",9/14/2016
51366,"10,109.00","10,109.00",9/14/2016
51366,"18,686.00","18,686.00",9/14/2016
46939,"2,739.52","2,739.52",9/15/2016
46939,684.88,684.88,9/15/2016
46939,"4,615.95","4,615.95",9/15/2016
46939,"1,154.24","1,154.24",9/15/2016
50918,566.80,566.80,9/15/2016
50561,"17,958.82","17,958.82",9/15/2016
51719,"12,000.00","12,000.00",9/15/2016
51226,"3,603.56","3,603.56",9/15/2016
51366,"13,476.00","13,476.00",9/15/2016
37975,"5,416.67","5,416.67",9/16/2016
51756,"2,313.50","2,313.50",9/19/2016
50545,"23,946.00","23,946.00",9/16/2016
50545,"75,712.00","75,712.00",9/16/2016
51323,827.40,827.40,9/16/2016
50806,"3,400.00","3,400.00",9/16/2016
51449,"1,275.00","1,275.00",9/19/2016
51578,"5,000.00","5,000.00",9/19/2016
51501,"4,500.00","4,500.00",9/19/2016
495040,"4,431.23","4,431.23",9/19/2016
495040,"29,549.94","29,549.94",9/19/2016
495040,"32,519.15","32,519.15",9/19/2016
495040,"26,464.03","26,464.03",9/19/2016
495040,"33,118.75","33,118.75",9/19/2016
495040,"4,885.00","4,885.00",9/19/2016
495040,"1,050.64","1,050.64",9/19/2016
51575,"86,599.40","86,599.40",9/19/2016
49728,"4,226.28","4,226.28",9/19/2016
495040,"40,663.69","40,663.69",9/20/2016
51817,"141,173.40","141,173.40",9/20/2016
48739,"2,336.76","2,336.76",9/20/2016
51360,"2,250.00","2,250.00",9/20/2016
51118,"8,705.00","8,705.00",9/21/2016
50778,"83,754.51","83,754.51",9/21/2016
50952,"1,995.00","1,995.00",9/21/2016
51366,"25,106.50","25,106.50",9/21/2016
50400,"12,360.46","12,360.46",9/21/2016
50400,"12,360.46","12,360.46",9/21/2016
51157,70.00,70.00,9/21/2016
51157,150.00,150.00,9/21/2016
51157,120.00,120.00,9/21/2016
51157,70.00,70.00,9/21/2016
50217,"3,000.00","3,000.00",9/21/2016
50217,"2,000.00","2,000.00",9/21/2016
51782,"4,596.50","4,596.50",9/23/2016
51782,"5,211.57","5,211.57",9/23/2016
51782,"2,440.21","2,440.21",9/23/2016
51711,"3,600.00","3,600.00",9/23/2016
51520,"9,250.00","9,250.00",9/23/2016
51348,"26,285.97","26,285.97",9/23/2016
51394,242.50,242.50,9/23/2016
51565,"3,125.00","3,125.00",9/23/2016
51660,"2,000.00","2,000.00",9/23/2016
51397,"13,986.32","13,986.32",9/23/2016
50767,"19,041.98","19,041.98",9/22/2016
51808,"101,045.36","101,045.36",9/22/2016
50881,"6,115.68","6,115.68",9/23/2016
495832,"6,003.40","6,003.40",9/23/2016
495306,"1,112.06","1,112.06",9/23/2016
48970,"118,204.48","118,204.48",9/23/2016
48970,"482,772.00","482,772.00",9/23/2016
48201,"14,034.42","14,034.42",9/23/2016
50545,"1,872.00","1,872.00",9/26/2016
50545,"2,513.00","2,513.00",9/26/2016
51509,"16,874.84","16,874.84",9/26/2016
51166,"6,978.80","6,978.80",9/26/2016
50715,"2,012.96","2,012.96",9/26/2016
50715,631.18,631.18,9/26/2016
50715,"2,169.73","2,169.73",9/26/2016
50715,413.61,413.61,9/26/2016
51825,"2,047.50","2,047.50",9/26/2016
51825,87.50,87.50,9/26/2016
51825,315.00,315.00,9/26/2016
51825,"1,120.00","1,120.00",9/26/2016
51825,"2,747.50","2,747.50",9/26/2016
51825,192.50,192.50,9/26/2016
51825,164.72,164.72,9/26/2016
50935,"95,189.88","95,189.88",9/26/2016
51707,"2,868.75","2,868.75",9/27/2016
51704,"12,500.00","12,500.00",9/27/2016
42275,"115,441.67","115,441.67",9/27/2016
51561,"4,600.00","4,600.00",9/27/2016
495040,"5,703.38","5,703.38",9/27/2016
49434,"10,800.00","10,800.00",9/27/2016
51205,"24,318.57","24,318.57",9/27/2016
495832,"8,985.08","8,985.08",9/27/2016
50715,621.37,621.37,9/28/2016
50527,"15,608.00","15,608.00",9/28/2016
51165,"3,660.00","3,660.00",9/29/2016
51833,"2,223.31","2,223.31",9/29/2016
51833,"2,028.04","2,028.04",9/29/2016
51830,"14,270.84","14,270.84",9/29/2016
51830,"17,245.84","17,245.84",9/29/2016
51834,"20,115.90","20,115.90",9/29/2016
51834,"20,893.44","20,893.44",9/29/2016
46939,"5,501.60","5,501.60",9/29/2016
46939,"25,967.32","25,967.32",9/29/2016
46939,990.23,990.23,9/29/2016
46939,"1,104.40","1,104.40",9/29/2016
46939,276.10,276.10,9/29/2016
46939,"4,352.38","4,352.38",9/29/2016
46939,"1,088.10","1,088.10",9/29/2016
48201,"5,330.73","5,330.73",9/29/2016
51622,"3,729.08","3,729.08",10/3/2016
51622,"2,054.25","2,054.25",10/3/2016
51622,"3,729.08","3,729.08",10/3/2016
51622,"2,054.25","2,054.25",10/3/2016
51652,"2,610.09","2,610.09",9/29/2016
50918,822.11,822.11,9/30/2016
50918,306.55,306.55,9/30/2016
50720,357.52,357.52,9/30/2016
50720,"2,712.50","2,712.50",9/30/2016
50720,"1,387.50","1,387.50",9/30/2016
51671,"3,913.90","3,913.90",10/3/2016
51790,"2,307.30","2,307.30",10/3/2016
51517,"5,300.00","5,300.00",10/3/2016
51517,"9,550.00","9,550.00",10/3/2016
51594,"5,000.00","5,000.00",10/5/2016
51489,"14,961.57","14,961.57",10/5/2016
51489,"2,500.00","2,500.00",10/5/2016
51489,564.51,564.51,10/5/2016
51489,"2,500.00","2,500.00",10/5/2016
51489,"2,035.73","2,035.73",10/5/2016
51489,"2,500.00","2,500.00",10/5/2016
51473,"3,523.64","3,523.64",10/5/2016
51473,"5,000.00","5,000.00",10/5/2016
51692,880.54,880.54,10/5/2016
51435,"9,477.61","9,477.61",10/4/2016
51518,"1,697.17","1,697.17",10/4/2016
51394,"2,989.00","2,989.00",10/4/2016
51694,"5,000.00","5,000.00",10/4/2016
51463,"12,658.34","12,658.34",10/4/2016
51448,"4,978.34","4,978.34",10/4/2016
51448,"4,978.34","4,978.34",10/4/2016
51448,"4,978.34","4,978.34",10/4/2016
51448,"4,978.34","4,978.34",10/4/2016
51448,"4,978.34","4,978.34",10/4/2016
51448,499.10,499.10,10/4/2016
51687,"11,970.55","11,970.55",10/3/2016
49448,"5,000.00","5,000.00",10/3/2016
51871,"40,000.00","40,000.00",10/4/2016
51871,"30,000.00","30,000.00",10/4/2016
51323,"2,479.40","2,479.40",10/4/2016
50918,816.40,816.40,10/4/2016
48363,"8,970.47","8,970.47",10/5/2016
50585,239.56,239.56,10/5/2016
50585,"1,994.39","1,994.39",10/5/2016
50585,558.49,558.49,10/5/2016
48587,"16,000.00","16,000.00",10/5/2016
51765,22.00,22.00,10/5/2016
50781,"551,452.84","551,452.84",10/6/2016
51292,"1,041,665.63","1,041,665.63",10/6/2016
50092,"8,398.99","8,398.99",10/6/2016
43457,"23,140.94","23,140.94",10/6/2016
50561,"1,948.62","1,948.62",10/7/2016
51226,"5,567.87","5,567.87",10/7/2016
45987,"8,951.44","8,951.44",10/7/2016
51226,"33,512.08","33,512.08",10/7/2016
49251,"1,100.00","1,100.00",10/7/2016
51464,232.89,232.89,10/7/2016
48972,"4,792.16","4,792.16",10/10/2016
51508,428.53,428.53,10/7/2016
51464,"10,075.00","10,075.00",10/7/2016
50566,"4,046.03","4,046.03",10/7/2016
50566,61.77,61.77,10/7/2016
50566,"3,779.18","3,779.18",10/7/2016
50566,"11,654.49","11,654.49",10/10/2016
50566,"11,809.89","11,809.89",10/10/2016
46939,"1,499.25","1,499.25",10/10/2016
46939,374.81,374.81,10/10/2016
50496,"3,910.00","3,910.00",10/10/2016
50496,"3,507.50","3,507.50",10/10/2016
46939,"36,748.09","36,748.09",10/10/2016
46939,"9,187.02","9,187.02",10/10/2016
50585,"15,434.18","15,434.18",10/10/2016
50585,"16,858.43","16,858.43",10/10/2016
50141,"25,000.00","25,000.00",10/7/2016
51714,"90,664.74","90,664.74",10/11/2016
51394,60.00,60.00,10/13/2016
51700,"6,500.00","6,500.00",10/13/2016
51432,"5,048.72","5,048.72",10/13/2016
51432,"6,891.18","6,891.18",10/13/2016
51411,"2,500.00","2,500.00",10/13/2016
51461,"6,822.15","6,822.15",10/13/2016
51464,"9,547.00","9,547.00",10/11/2016
47660,"2,500.00","2,500.00",10/12/2016
50715,"1,276.43","1,276.43",10/12/2016
50586,"15,551.50","15,551.50",10/12/2016
49694,780.00,780.00,10/12/2016
51722,"12,225.50","12,225.50",10/12/2016
51156,"20,729.16","20,729.16",10/12/2016
51765,44.00,44.00,10/12/2016
49448,"5,000.00","5,000.00",10/12/2016
50806,"10,600.00","10,600.00",10/12/2016
51172,"1,750.00","1,750.00",10/12/2016
51360,750.00,750.00,10/12/2016
48739,"2,336.76","2,336.76",10/12/2016
51631,"10,688.39","10,688.39",10/12/2016
51163,"5,514.73","5,514.73",10/13/2016
51490,"20,209.34","20,209.34",10/13/2016
51541,"12,500.00","12,500.00",10/13/2016
51276,255.00,255.00,10/13/2016
51157,35.00,35.00,10/14/2016
51157,545.00,545.00,10/14/2016
51157,375.00,375.00,10/14/2016
51157,35.00,35.00,10/14/2016
51157,100.00,100.00,10/14/2016
51868,"22,647.00","22,647.00",10/14/2016
51868,"29,318.00","29,318.00",10/14/2016
51830,"16,445.84","16,445.84",10/14/2016
51839,"12,927.72","12,927.72",10/14/2016
51839,"18,640.82","18,640.82",10/14/2016
51833,"2,117.17","2,117.17",10/14/2016
495859,"2,155.00","2,155.00",10/14/2016
495859,464.98,464.98,10/14/2016
51645,947.75,947.75,10/17/2016
51645,"1,376.19","1,376.19",10/17/2016
51622,337.50,337.50,10/18/2016
48201,"6,126.78","6,126.78",10/17/2016
51622,337.50,337.50,10/18/2016
51870,"15,000.00","15,000.00",10/17/2016
51839,"19,948.73","19,948.73",10/17/2016
51838,"15,516.67","15,516.67",10/17/2016
51838,"11,141.67","11,141.67",10/17/2016
51881,"15,500.00","15,500.00",10/17/2016
51881,"8,875.00","8,875.00",10/17/2016
51881,"3,725.00","3,725.00",10/17/2016
495816,"41,748.00","41,748.00",10/17/2016
495699,"10,000.00","10,000.00",10/17/2016
495699,"10,000.00","10,000.00",10/17/2016
51636,"180,344.25","180,344.25",10/18/2016
50896,"44,416.58","44,416.58",10/18/2016
51535,"56,334.82","56,334.82",10/20/2016
50585,368.96,368.96,10/19/2016
50585,"45,277.34","45,277.34",10/19/2016
50585,"31,310.51","31,310.51",10/19/2016
50585,"13,752.34","13,752.34",10/19/2016
50585,"14,536.83","14,536.83",10/19/2016
50585,"4,885.44","4,885.44",10/19/2016
50585,"5,079.91","5,079.91",10/19/2016
48970,"236,435.37","236,435.37",10/20/2016
48970,"482,772.00","482,772.00",10/20/2016
50701,"5,348.80","5,348.80",10/20/2016
50701,"14,395.00","14,395.00",10/20/2016
50701,"24,505.00","24,505.00",10/20/2016
50701,"11,825.00","11,825.00",10/20/2016
50138,490.68,490.68,10/20/2016
50767,940.14,940.14,10/20/2016
50767,"2,410.78","2,410.78",10/20/2016
50767,"7,575.52","7,575.52",10/20/2016
50115,"8,400.61","8,400.61",10/20/2016
51751,589.00,589.00,10/20/2016
49192,"79,501.50","79,501.50",10/20/2016
50679,"5,652.39","5,652.39",10/20/2016
50679,"3,109.00","3,109.00",10/20/2016
51809,"651,509.43","651,509.43",10/20/2016
51516,"3,610.73","3,610.73",10/25/2016
51516,"6,195.87","6,195.87",10/25/2016
51387,"2,000.00","2,000.00",10/25/2016
51348,"1,865.60","1,865.60",10/25/2016
50798,"32,372.93","32,372.93",10/25/2016
51782,"3,922.20","3,922.20",10/21/2016
51782,"3,996.47","3,996.47",10/21/2016
51782,"3,699.59","3,699.59",10/21/2016
51292,"617,491.92","617,491.92",10/21/2016
51870,"6,000.00","6,000.00",10/24/2016
51870,"15,000.00","15,000.00",10/24/2016
51870,"15,000.00","15,000.00",10/24/2016
51870,"15,000.00","15,000.00",10/24/2016
51765,22.00,22.00,10/24/2016
51722,"1,500.00","1,500.00",10/24/2016
51722,"1,500.00","1,500.00",10/24/2016
48359,"109,187.00","109,187.00",10/25/2016
51838,"11,166.67","11,166.67",10/25/2016
50527,"15,608.00","15,608.00",10/25/2016
37975,"5,625.00","5,625.00",10/25/2016
51679,"10,000.00","10,000.00",10/25/2016
50679,"10,150.21","10,150.21",10/25/2016
51772,"1,500.00","1,500.00",10/25/2016
51772,"1,500.00","1,500.00",10/25/2016
51226,"38,280.54","38,280.54",10/25/2016
51157,135.00,135.00,10/25/2016
51157,170.00,170.00,10/25/2016
51157,85.00,85.00,10/25/2016
51157,105.00,105.00,10/25/2016
51630,"47,009.80","47,009.80",10/25/2016
51630,"3,913.31","3,913.31",10/25/2016
51631,864.30,864.30,10/26/2016
51165,"3,300.00","3,300.00",10/27/2016
51165,505.00,505.00,10/27/2016
50720,"14,494.00","14,494.00",10/27/2016
51509,"4,413.54","4,413.54",10/27/2016
50910,"3,061.14","3,061.14",10/27/2016
51185,"2,377.67","2,377.67",10/27/2016
50679,"4,214.47","4,214.47",10/27/2016
50679,"3,109.97","3,109.97",10/27/2016
50679,"12,321.00","12,321.00",10/27/2016
50679,"5,687.20","5,687.20",10/27/2016
50679,"3,105.50","3,105.50",10/27/2016
50679,"3,194.24","3,194.24",10/27/2016
51366,"6,559.00","6,559.00",10/27/2016
51366,"20,008.00","20,008.00",10/27/2016
51704,"12,500.00","12,500.00",10/28/2016
42275,"115,441.67","115,441.67",10/28/2016
51717,"1,620.00","1,620.00",10/31/2016
51244,919.03,919.03,11/2/2016
51394,240.00,240.00,11/2/2016
51244,565.97,565.97,11/2/2016
51782,"5,844.76","5,844.76",11/2/2016
51782,"1,389.31","1,389.31",11/2/2016
51394,"2,662.75","2,662.75",11/2/2016
51671,"1,107.72","1,107.72",11/2/2016
51656,"2,500.00","2,500.00",11/2/2016
51323,"1,846.80","1,846.80",10/31/2016
51559,"75,000.00","75,000.00",11/2/2016
51559,"12,240.25","12,240.25",11/2/2016
51180,"47,781.00","47,781.00",11/2/2016
50894,"5,576.00","5,576.00",11/2/2016
495867,"16,257.75","16,257.75",11/2/2016
495867,"16,888.73","16,888.73",11/2/2016
495816,852.00,852.00,11/2/2016
50918,617.35,617.35,11/2/2016
51834,"35,910.70","35,910.70",11/2/2016
50092,"8,398.99","8,398.99",11/2/2016
51623,"20,000.00","20,000.00",11/3/2016
51809,"56,064.00","56,064.00",11/3/2016
51758,"5,562.00","5,562.00",11/3/2016
50774,"362,750.99","362,750.99",11/3/2016
51157,70.00,70.00,11/3/2016
51157,105.00,105.00,11/3/2016
51157,85.00,85.00,11/3/2016
51157,245.00,245.00,11/3/2016
50400,"12,360.46","12,360.46",11/3/2016
50530,"3,145.60","3,145.60",11/3/2016
51470,"2,840.00","2,840.00",11/3/2016
51722,"12,225.50","12,225.50",11/3/2016
51118,"15,461.00","15,461.00",11/3/2016
51888,"2,625.00","2,625.00",11/4/2016
51888,"1,250.00","1,250.00",11/4/2016
51886,"2,843.09","2,843.09",11/4/2016
51865,"1,042.65","1,042.65",11/4/2016
51865,"8,830.97","8,830.97",11/4/2016
51865,"8,034.78","8,034.78",11/4/2016
51865,"5,745.59","5,745.59",11/4/2016
51724,"125,000.00","125,000.00",11/4/2016
51304,"445,000.00","445,000.00",11/4/2016
51724,"250,000.00","250,000.00",11/4/2016
43457,"17,808.41","17,808.41",11/4/2016
51877,"12,560.00","12,560.00",11/4/2016
48972,"4,792.16","4,792.16",11/4/2016
49251,"1,100.00","1,100.00",11/4/2016
51845,"233,394.43","233,394.43",11/7/2016
495779,"1,069.84","1,069.84",11/7/2016
51671,"2,440.10","2,440.10",11/7/2016
51800,"4,111.32","4,111.32",11/7/2016
51800,"10,000.00","10,000.00",11/7/2016
51435,"8,209.68","8,209.68",11/7/2016
51435,"1,213.08","1,213.08",11/7/2016
51850,533.28,533.28,11/7/2016
51692,865.88,865.88,11/7/2016
51508,248.50,248.50,11/7/2016
51575,"48,918.30","48,918.30",11/7/2016
51453,"20,000.00","20,000.00",11/7/2016
51485,"34,705.95","34,705.95",11/10/2016
51044,"30,716.35","30,716.35",11/10/2016
51853,"4,956.11","4,956.11",11/10/2016
51853,"5,009.27","5,009.27",11/10/2016
51850,735.28,735.28,11/10/2016
51850,963.98,963.98,11/10/2016
51516,"6,272.43","6,272.43",11/10/2016
51831,"11,271.62","11,271.62",11/10/2016
51873,"12,490.83","12,490.83",11/10/2016
51464,"9,547.00","9,547.00",11/8/2016
51464,"10,075.00","10,075.00",11/8/2016
51753,"82,000.00","82,000.00",12/27/2016
48363,"3,210.18","3,210.18",12/27/2016
48831,"7,215.61","7,215.61",11/9/2016
48739,"2,336.76","2,336.76",11/9/2016
51172,700.00,700.00,11/9/2016
51156,"20,729.16","20,729.16",11/9/2016
50701,"16,655.00","16,655.00",11/9/2016
50530,"1,422.00","1,422.00",11/10/2016
51833,"2,254.39","2,254.39",11/10/2016
51830,"18,595.85","18,595.85",11/10/2016
51316,"2,728.84","2,728.84",11/14/2016
51449,699.00,699.00,11/14/2016
51756,"1,202.62","1,202.62",11/14/2016
51511,"2,500.00","2,500.00",11/14/2016
51894,"2,500.00","2,500.00",11/14/2016
51697,"2,500.00","2,500.00",11/14/2016
51835,"1,180.38","1,180.38",11/14/2016
51835,"1,495.15","1,495.15",11/14/2016
51835,"2,610.59","2,610.59",11/14/2016
51825,175.00,175.00,11/14/2016
51118,"41,288.00","41,288.00",11/14/2016
51276,765.00,765.00,11/14/2016
51180,"40,120.30","40,120.30",11/15/2016
51205,"33,574.02","33,574.02",11/15/2016
49638,108.09,108.09,11/15/2016
48970,"482,772.00","482,772.00",11/15/2016
48970,"196,478.22","196,478.22",11/15/2016
51088,998.00,998.00,11/15/2016
51088,998.00,998.00,11/15/2016
50496,"4,150.00","4,150.00",11/15/2016
51664,"30,739.72","30,739.72",11/15/2016
51727,"3,000.00","3,000.00",11/16/2016
51727,"1,264.74","1,264.74",11/16/2016
51722,"1,500.00","1,500.00",11/16/2016
51826,"5,500.00","5,500.00",11/16/2016
51723,"3,510.00","3,510.00",11/16/2016
50896,"4,304.45","4,304.45",11/16/2016
50896,"4,662.62","4,662.62",11/16/2016
50720,"10,259.60","10,259.60",11/16/2016
50141,"25,000.00","25,000.00",11/16/2016
50141,"25,000.00","25,000.00",11/16/2016
51839,"15,765.82","15,765.82",11/18/2016
51714,"204,024.26","204,024.26",11/18/2016
49408,"14,231.24","14,231.24",11/18/2016
50496,"60,492.80","60,492.80",11/18/2016
51575,"62,317.70","62,317.70",11/18/2016
51568,"157,125.00","157,125.00",11/18/2016
51464,"9,547.00","9,547.00",11/18/2016
37975,"5,625.00","5,625.00",11/18/2016
51464,"10,075.00","10,075.00",11/18/2016
49192,"82,672.68","82,672.68",11/18/2016
49448,"5,000.00","5,000.00",11/18/2016
51692,"1,451.08","1,451.08",11/22/2016
51279,"2,500.00","2,500.00",11/22/2016
51279,"3,000.00","3,000.00",11/22/2016
51500,"4,756.25","4,756.25",11/22/2016
51500,"10,000.00","10,000.00",11/22/2016
51585,203.71,203.71,11/22/2016
51585,"2,500.00","2,500.00",11/22/2016
51831,"13,508.52","13,508.52",11/22/2016
50527,"15,608.00","15,608.00",11/21/2016
51753,"50,340.00","50,340.00",11/21/2016
495867,"48,524.77","48,524.77",11/21/2016
